case_id,model_id,quarter,segment,metric_name,current_value,previous_value,historical_mean,historical_std,percent_change,z_score,rolling_mean,rolling_std,sample_size,missing_rate,expected_direction,scenario_type,scenario_difficulty,ground_truth_anomaly,ground_truth_severity,ground_truth_anomaly_type,ground_truth_reason,available_evidence,contradictory_evidence,missing_evidence_flag
case_0400,model_05,2023Q4,retail,auc,0.7426,0.826641,0.822509,0.053884,-0.101666,-1.482981,0.801402,0.057206,41,0.059301,lower_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0401,model_08,2023Q4,small_business,score_mean,623.994718,624.500931,621.61201,22.363766,-0.000811,0.106543,624.296056,22.289633,1179,0.028074,stable,incomplete_evidence,adversarial,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0402,model_08,2023Q4,retail,default_rate,0.05622,0.029998,0.040726,0.007129,0.874137,2.173218,0.040339,0.010166,1408,0.022461,higher_is_worse,noisy_data,easy,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0403,model_06,2023Q4,retail,psi,0.056868,0.051152,0.059309,0.024028,0.111759,-0.101579,0.063412,0.030659,3971,0.012087,higher_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0404,model_08,2023Q4,retail,default_rate,0.053559,0.040199,0.038732,0.00346,0.33234,4.285003,0.040919,0.007657,1887,0.010934,higher_is_worse,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0405,model_08,2023Q4,commercial,ks_statistic,0.448838,0.447711,0.454002,0.010814,0.002517,-0.477545,0.445514,0.003339,2448,0.008904,lower_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0406,model_05,2023Q4,commercial,score_mean,659.715606,609.608607,616.802979,13.836536,0.082195,3.1014,633.300876,17.874862,3394,0.007295,stable,sudden_level_shift,easy,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0407,model_05,2023Q4,retail,score_mean,678.462053,633.646752,624.035519,12.38691,0.070726,4.393875,640.888222,23.925995,977,0.00035,stable,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0408,model_06,2023Q4,commercial,auc,0.764528,0.829927,0.833119,0.048989,-0.078801,-1.400134,0.836137,0.049493,3155,0.012448,lower_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0409,model_04,2023Q4,retail,psi,0.02274,0.049243,0.05054,0.017179,-0.538206,-1.618203,0.039933,0.010289,852,0.242953,higher_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0410,model_08,2023Q4,commercial,ks_statistic,0.391204,0.410515,0.458936,0.045162,-0.047042,-1.499755,0.431423,0.039579,41,0.028629,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0411,model_02,2023Q4,commercial,default_rate,0.045509,0.037385,0.039491,0.002568,0.217295,2.343633,0.040695,0.00297,941,0.016139,higher_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0412,model_08,2023Q4,commercial,default_rate,0.049353,0.045035,0.040028,0.006405,0.09588,1.455719,0.043551,0.004114,1062,0.013577,higher_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0413,model_07,2023Q4,retail,ks_statistic,0.375942,0.426426,0.442174,0.016787,-0.118388,-3.945366,0.426067,0.032116,3350,0.001775,lower_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0414,model_05,2023Q4,small_business,score_mean,671.550188,610.527056,617.956263,13.176445,0.099952,4.067404,630.780663,24.030746,3235,0.005422,stable,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0415,model_03,2023Q4,retail,default_rate,0.049576,0.041569,0.03942,0.004746,0.192617,2.13996,0.040769,0.006036,86,0.043348,higher_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0416,model_06,2023Q4,commercial,psi,0.13315,0.053557,0.048954,0.025519,1.486147,3.299362,0.062683,0.041627,363,0.022832,higher_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0417,model_08,2023Q4,small_business,auc,0.87812,0.806695,0.834024,0.064257,0.08854,0.68625,0.804915,0.045319,1159,0.013523,lower_is_worse,noisy_data,adversarial,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0418,model_01,2023Q4,retail,psi,0.047866,0.044907,0.055482,0.024276,0.065891,-0.313726,0.055523,0.031441,1196,0.016325,higher_is_worse,recovery_after_shock,easy,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0419,model_04,2023Q4,small_business,psi,0.167917,0.05744,0.058954,0.018692,1.92335,5.829484,0.093605,0.043471,4060,0.006726,higher_is_worse,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0420,model_07,2023Q4,retail,default_rate,0.039381,0.041638,0.039369,0.004796,-0.05421,0.002579,0.038272,0.004813,3401,0.016531,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0421,model_07,2023Q4,commercial,psi,0.111577,0.048496,0.055739,0.011626,1.300745,4.802814,0.070328,0.024686,4799,0.00918,higher_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0422,model_08,2023Q4,commercial,ks_statistic,0.408916,0.450641,0.453318,0.015877,-0.09259,-2.796607,0.432465,0.015867,4364,0.011441,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0423,model_07,2023Q4,small_business,score_mean,589.015804,619.322427,623.806384,24.371181,-0.048935,-1.427529,622.961648,23.34857,3702,0.01871,stable,seasonal_movement,adversarial,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0424,model_01,2023Q4,commercial,score_mean,617.373243,633.652152,619.947898,12.351531,-0.025691,-0.208448,624.364321,6.225626,1210,0.172421,stable,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0425,model_03,2023Q4,small_business,ks_statistic,0.373026,0.458532,0.463068,0.038737,-0.186479,-2.324441,0.449292,0.062257,51,0.010321,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0426,model_08,2023Q4,commercial,score_mean,636.394825,615.324981,612.375136,12.472532,0.034242,1.925807,621.177348,9.71112,1379,0.012793,stable,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0427,model_02,2023Q4,retail,auc,0.837229,0.819248,0.796894,0.046341,0.021948,0.870383,0.788657,0.040557,3879,0.019147,lower_is_worse,contradictory_metric_movement,adversarial,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0428,model_04,2023Q4,commercial,default_rate,0.048433,0.035516,0.038036,0.00268,0.363691,3.879186,0.040062,0.005052,2584,0.014017,higher_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0429,model_01,2023Q4,small_business,ks_statistic,0.565854,0.454577,0.456455,0.02603,0.244793,4.202813,0.475424,0.05477,4975,0.00257,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0430,model_07,2023Q4,small_business,ks_statistic,0.380621,0.399038,0.457799,0.04013,-0.046154,-1.923213,0.438675,0.062859,49,0.045585,lower_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0431,model_07,2023Q4,small_business,default_rate,0.050935,0.042537,0.039493,0.004071,0.197408,2.810809,0.040764,0.006671,999,0.008717,higher_is_worse,incomplete_evidence,easy,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0432,model_03,2023Q4,retail,default_rate,0.060878,0.039487,0.043812,0.006828,0.541734,2.499438,0.047609,0.008495,1720,0.017126,higher_is_worse,noisy_data,ambiguous,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0433,model_03,2023Q4,commercial,default_rate,0.038515,0.039527,0.03965,0.00436,-0.025599,-0.260295,0.042171,0.004569,1968,0.007443,higher_is_worse,recovery_after_shock,easy,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0434,model_06,2023Q4,small_business,score_mean,671.458981,607.068652,618.938559,12.844136,0.106068,4.089058,630.22927,24.810735,2056,0.000987,stable,metric_definition_change,adversarial,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0435,model_05,2023Q4,retail,ks_statistic,0.433885,0.429199,0.451505,0.013399,0.010919,-1.31503,0.435575,0.008426,2080,0.00012,lower_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0436,model_01,2023Q4,retail,auc,0.755437,0.801157,0.816785,0.024816,-0.057067,-2.472123,0.801142,0.034598,3931,0.007843,lower_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0437,model_08,2023Q4,small_business,ks_statistic,0.378547,0.363197,0.453022,0.040341,0.042263,-1.846142,0.425546,0.055272,2760,0.001511,lower_is_worse,gradual_drift,ambiguous,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0438,model_03,2023Q4,small_business,psi,-0.003729,0.051981,0.053982,0.031756,-1.071744,-1.817327,0.044494,0.031526,3883,0.007784,higher_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0439,model_02,2023Q4,commercial,psi,0.064949,0.032489,0.052165,0.035801,0.999118,0.357091,0.080558,0.034162,539,0.123339,higher_is_worse,missing_data_spike,ambiguous,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0440,model_01,2023Q4,commercial,score_mean,628.873462,640.006426,615.25583,24.550011,-0.017395,0.554689,613.492111,22.33788,38,0.009524,stable,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0441,model_06,2023Q4,commercial,default_rate,0.055168,0.049431,0.040175,0.006839,0.116061,2.192233,0.045854,0.007296,1132,0.004378,higher_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0442,model_05,2023Q4,commercial,auc,0.879781,0.845027,0.830245,0.036517,0.041128,1.356544,0.849091,0.023186,2699,0.004773,lower_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0443,model_02,2023Q4,commercial,ks_statistic,0.351815,0.420729,0.426744,0.029057,-0.163797,-2.578734,0.411061,0.04202,3196,0.010672,lower_is_worse,macro_shock,ambiguous,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0444,model_03,2023Q4,retail,auc,0.927385,0.793736,0.822495,0.026712,0.16838,3.926688,0.854372,0.047716,1816,0.006359,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0445,model_02,2023Q4,small_business,score_mean,646.441415,620.684337,629.96585,10.471967,0.041498,1.573302,637.270412,14.872304,90,0.032819,stable,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0446,model_02,2023Q4,retail,ks_statistic,0.412789,0.482365,0.454671,0.029838,-0.144239,-1.40362,0.438343,0.02668,480,0.011132,lower_is_worse,incomplete_evidence,adversarial,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0447,model_02,2023Q4,commercial,auc,0.735766,0.872514,0.818628,0.053163,-0.156729,-1.558653,0.815014,0.060203,687,0.024094,lower_is_worse,noisy_data,moderate,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
